Mean,High,Low,Open,Ma,Rsi,CCI,adx,Macd,atr,Chaiken,HighLow,Aligator,AC,AD,Close,Date,Dt,Mom-BollObv,Adx-Boll
-3773,-3698,-3848,0.79241,0.79172,63.33243,56.33803,14.12574,0.0009,0.00098,199075,17824.13328,0.79172,-0.00011,148492.9953,0.79241,2016.03.24 09:00:00,1,1,1
-3670.5,-3540,-3801,0.79378,0.79191,68.65308,233.80814,14.29791,0.00095,0.00106,265168,23316.49719,0.79191,-7.00E-05,173056.2942,0.79378,2016.03.24 10:00:00,1,1,1
-3679,-3590,-3768,0.79283,0.79199,62.09289,97.04963,14.45443,0.00091,0.00107,207015,22581.2432,0.79199,-3.00E-05,148226.9234,0.79283,2016.03.24 11:00:00,1,1,1
-3860.5,-3699,-4022,0.78987,0.7918,47.30462,-327.50694,13.64505,0.00063,0.00107,141255,11687.91694,0.7918,-0.00021,86131.56737,0.78987,2016.03.24 12:00:00,1,1,1
-4002.5,-3950,-4055,0.78967,0.79161,46.51861,-294.67354,13.55805,0.00038,0.00103,81775,-1502.37937,0.79161,-0.00061,51576.51975,0.78967,2016.03.24 13:00:00,1,1,1
-4033.5,-3962,-4105,0.78991,0.79145,47.61534,-209.16297,14.15081,0.00021,0.00105,142037,-7176.51557,0.79145,-0.00087,72225.73653,0.78991,2016.03.24 14:00:00,1,1,1
-3993,-3882,-4104,0.79095,0.79141,52.086,-92.03426,13.73389,0.00015,0.0011,205806,-2839.20523,0.79141,-0.00113,122781.3401,0.79095,2016.03.24 15:00:00,1,1,1
-3984,-3879,-4089,0.78952,0.79123,46.33675,-175.68402,13.31698,-1.00E-05,0.00114,139969,-6301.36776,0.79123,-0.00124,82025.10204,0.78951,2016.03.24 16:00:00,1,1,1
-4035.5,-3966,-4105,0.78922,0.79105,45.27988,-156.92414,13.20733,-0.00016,0.00117,80992,-14256.3453,0.79105,-0.00104,45960.0301,0.78922,2016.03.24 17:00:00,1,1,1
-4068,-4021,-4115,0.78938,0.7909,45.99347,-122.85485,13.36406,-0.00026,0.00118,135575,-18247.63355,0.7909,-0.0007,52928.07265,0.78938,2016.03.24 18:00:00,1,1,1
-4121.5,-4060,-4183,0.78869,0.7907,43.42897,-135.02155,14.70532,-0.0004,0.00122,87928,-21725.17341,0.7907,-0.00047,45567.96696,0.78869,2016.03.24 19:00:00,1,1,1
-4105.5,-4064,-4147,0.78912,0.79056,45.42032,-99.4066,15.92465,-0.00046,0.00124,119529,-21482.468,0.79056,-0.0004,58893.68985,0.78912,2016.03.24 20:00:00,1,1,1
-4067.5,-4008,-4127,0.7899,0.7905,48.8497,-57.50963,15.42961,-0.00044,0.00127,145623,-16816.97106,0.7905,-0.00035,84110.58061,0.7899,2016.03.24 21:00:00,1,1,1
-4026.5,-3994,-4059,0.78941,0.7904,47.21243,-68.87872,14.32854,-0.00046,0.00128,126203,-15582.78848,0.7904,-0.00021,69470.8883,0.78949,2016.03.24 22:00:00,1,1,1
-4057,-4012,-4102,0.78969,0.79034,47.92757,-56.63485,14.5279,-0.00045,0.00127,131641,-13964.19053,0.79034,-9.00E-05,72129.46608,0.78965,2016.03.24 23:00:00,1,1,1
-4017.5,-3998,-4037,0.7899,0.7903,49.32424,-38.84925,13.63479,-0.00042,0.00126,148907,-10641.55822,0.7903,0.00013,84082.85069,0.78996,2016.03.25 00:00:00,1,1,1
-4007.5,-3951,-4064,0.78988,0.79026,48.96835,-38.62147,13.05723,-0.00039,0.00128,128265,-8395.82741,0.79026,0.0003,82438.79759,0.78988,2016.03.25 01:00:00,1,1,1
-4018.5,-3971,-4066,0.79027,0.79026,50.78599,-16.05572,12.47042,-0.00033,0.0013,148563,-3580.57324,0.79026,0.00033,101882.145,0.79027,2016.03.25 02:00:00,1,1,1
-3980.5,-3951,-4010,0.79014,0.79025,50.16067,-18.66021,12.79329,-0.0003,0.00131,128490,-811.45433,0.79025,0.00033,98139.72123,0.79014,2016.03.25 03:00:00,1,1,1
-3957,-3922,-3992,0.79017,0.79025,50.30893,-12.21231,13.99833,-0.00026,0.00132,150755,-1536.29474,0.79025,0.00039,81600.00695,0.79017,2016.03.25 04:00:00,1,1,1
-3970,-3947,-3993,0.79037,0.79026,51.3225,9.48955,15.01539,-0.00022,0.0013,162723,-1416.11007,0.79026,0.00037,85242.44173,0.79037,2016.03.25 05:00:00,1,1,1
-3968.5,-3950,-3987,0.7902,0.79025,50.40489,5.45055,15.94,-0.00019,0.00124,150911,-2470.1217,0.79025,0.00034,77899.84714,0.7902,2016.03.25 06:00:00,1,1,1
-3978,-3936,-4020,0.79042,0.79027,51.58122,55.85461,15.29899,-0.00015,0.00116,166750,-1932.70262,0.79027,0.00031,85442.22809,0.79042,2016.03.25 07:00:00,1,1,1
-3991,-3943,-4039,0.79031,0.79027,50.94681,75.60417,14.05017,-0.00013,0.00112,154418,-623.14713,0.79027,0.0002,91094.39476,0.79031,2016.03.25 08:00:00,1,1,1
-3967.5,-3940,-3995,0.79022,0.79027,50.41414,55.85396,13.09378,-0.00012,0.00099,138051,-710.29975,0.79027,0.00012,84845.17657,0.79022,2016.03.25 09:00:00,1,1,1
-4006,-3974,-4038,0.79012,0.79026,49.98731,40.96036,13.58855,-0.00011,0.00097,123214,795.45456,0.79026,5.00E-05,94581.95782,0.79015,2016.03.25 10:00:00,1,1,1
-4065,-3981,-4149,0.78878,0.79012,42.57916,-151.35135,15.4259,-0.00021,0.00099,106450,-5.72328,0.79012,-8.00E-05,83206.38639,0.78878,2016.03.25 11:00:00,1,1,1
-4015.5,-3904,-4127,0.79045,0.79015,51.73445,92.56024,15.9135,-0.00016,0.00099,135754,1977.75455,0.79015,-7.00E-05,99106.76308,0.79045,2016.03.25 12:00:00,1,1,1
-4002,-3925,-4079,0.78921,0.79007,46.13792,-81.26273,16.35678,-0.00021,0.00096,122062,1191.77188,0.79007,-1.00E-05,85948.21762,0.78924,2016.03.25 13:00:00,1,1,1
-4026,-3937,-4115,0.78921,0.78999,46.00835,-85.3642,17.224,-0.00025,0.00098,106846,-812.76782,0.78999,-3.00E-05,76887.00414,0.78921,2016.03.25 14:00:00,1,1,1
-4056,-4015,-4097,0.78982,0.78997,49.06242,-1.57916,18.01239,-0.00023,0.00097,125952,656.15439,0.78997,-1.00E-05,94595.00414,0.78982,2016.03.25 15:00:00,1,1,1
-3982.5,-3913,-4052,0.78974,0.78995,48.68321,-24.6185,16.54549,-0.00022,0.00098,102760,-666.56109,0.78995,0.00018,80079.14802,0.78974,2016.03.25 16:00:00,1,1,1
-4014,-3980,-4048,0.78997,0.78995,49.85326,9.59415,15.21194,-0.00019,0.00097,121874,-569.45461,0.78995,0.00019,86263.0892,0.78997,2016.03.25 17:00:00,1,1,1
-3999.5,-3973,-4026,0.78991,0.78995,49.54384,-2.2391,14.40854,-0.00017,0.00094,109387,-1202.46945,0.78995,0.0002,81786.6175,0.78991,2016.03.25 18:00:00,1,1,1
-3991,-3969,-4013,0.79022,0.78998,51.18739,54.00362,13.96368,-0.00013,0.00093,116887,-901.67965,0.78998,0.00023,86218.43568,0.79022,2016.03.25 19:00:00,1,1,1
-4012.5,-3977,-4048,0.78979,0.78996,48.86894,-36.27409,13.48912,-0.00012,0.00092,106670,-1065.29087,0.78996,0.00028,83772.11174,0.78979,2016.03.25 20:00:00,1,1,1
-4025,-3994,-4056,0.78966,0.78993,48.17626,-57.59674,13.43771,-0.00013,0.00093,94414,-1718.70906,0.78993,0.0002,80213.91819,0.78966,2016.03.25 21:00:00,1,1,1
-4034,-3991,-4077,0.78989,0.7899,47.90206,-62.27078,14.08007,-0.00014,0.00092,85283,-2294.07375,0.7899,0.00012,79152.17401,0.78961,2016.03.25 22:00:00,1,1,1
-4024.5,-3984,-4065,0.78975,0.78989,48.63873,-34.90305,14.30495,-0.00014,0.00091,87232,-2653.36982,0.78989,2.00E-05,79031.86536,0.78973,2016.03.28 00:00:00,1,1,1
-4044.5,-4004,-4085,0.78948,0.78985,47.01014,-79.916,15.21789,-0.00016,0.00092,82695,-3025.17271,0.78985,-0.0001,77855.6061,0.78945,2016.03.28 01:00:00,1,1,1
-4046,-4018,-4074,0.78956,0.78982,47.73206,-53.9353,16.04783,-0.00016,0.00092,85921,-3173.26167,0.78982,-0.00012,78086.03468,0.78956,2016.03.28 02:00:00,1,1,1
-4024,-3994,-4054,0.7899,0.78983,49.94523,14.88753,15.05305,-0.00013,0.00092,89977,-2900.98455,0.78983,-7.00E-05,79978.83468,0.7899,2016.03.28 03:00:00,1,1,1
-4008.5,-3987,-4030,0.7898,0.78982,49.17361,-5.43338,13.83952,-0.00012,0.00093,86487,-2998.04068,0.78982,0,77787.43933,0.78978,2016.03.28 04:00:00,1,1,1
-4017,-4000,-4034,0.78999,0.78984,50.64153,48.43173,12.87932,-9.00E-05,0.0009,89941,-2446.57802,0.78984,2.00E-05,81241.43933,0.79,2016.03.28 05:00:00,1,1,1
-4018,-3994,-4042,0.78967,0.78982,48.24736,-27.30091,12.62996,-0.0001,0.00088,86815,-2387.96534,0.78982,4.00E-05,78896.93933,0.78964,2016.03.28 06:00:00,1,1,1
-4023,-4009,-4037,0.78973,0.78981,48.88175,-0.1237,12.40326,-9.00E-05,0.00087,89344,-2408.68476,0.78981,4.00E-05,78174.3679,0.78973,2016.03.28 07:00:00,1,1,1
-4034,-3992,-4076,0.79007,0.78984,51.31844,92.60846,13.77322,-6.00E-05,0.00088,93813,-1657.09153,0.78984,0,82643.3679,0.79008,2016.03.28 08:00:00,1,1,1
-4055,-3992,-4118,0.7893,0.78979,46.10935,-134.26366,15.89037,-0.0001,0.00086,89555,-1279.02083,0.78979,-7.00E-05,81561.97107,0.78929,2016.03.28 09:00:00,1,1,1
-4143.5,-4053,-4234,0.78771,0.7896,38.22012,-402.15827,19.06534,-0.00025,0.00084,83478,-1852.14393,0.7896,-0.00024,76156.46279,0.78776,2016.03.28 10:00:00,1,1,1
-4207,-4185,-4229,0.78801,0.78946,40.32233,-259.03192,21.95168,-0.00034,0.00079,88031,-1772.79587,0.78946,-0.00043,78846.87188,0.78806,2016.03.28 11:00:00,1,1,1
-4207,-4164,-4250,0.78789,0.78932,39.47607,-223.79524,24.98485,-0.00042,0.00074,83716,-1758.22704,0.78932,-0.00055,78345.12769,0.78788,2016.03.28 12:00:00,1,1,1
-4196,-4167,-4225,0.78813,0.78921,41.20365,-151.89151,27.74228,-0.00046,0.00073,88227,-1510.35912,0.78921,-0.00058,79589.54148,0.78812,2016.03.28 13:00:00,1,1,1
-4196,-4167,-4225,0.78797,0.78909,40.29783,-140.25814,30.24903,-0.0005,0.00069,83394,-1572.16515,0.78909,-0.00053,77922.98976,0.78794,2016.03.28 14:00:00,1,1,1
-4297,-4162,-4432,0.78591,0.7888,31.87681,-247.83979,33.6517,-0.00069,0.00079,75653,-2627.64952,0.7888,-0.00047,71328.80457,0.78588,2016.03.28 15:00:00,1,1,1
-4451.5,-4328,-4575,0.78538,0.78849,30.11273,-218.78261,37.29411,-0.00087,0.00088,64555,-3509.17102,0.78849,-0.00054,69935.93818,0.78533,2016.03.28 16:00:00,1,1,1
-4386.5,-4294,-4479,0.7865,0.78831,37.74262,-126.23868,39.63803,-0.00092,0.00095,73542,-3481.73966,0.78831,-0.00052,73385.00304,0.78649,2016.03.28 17:00:00,1,1,1
-4330,-4290,-4370,0.78654,0.78814,38.04873,-107.77504,41.502,-0.00094,0.00095,80031,-3796.84238,0.78814,-0.00045,70789.40304,0.78654,2016.03.28 18:00:00,1,1,1
-4346.5,-4304,-4389,0.7862,0.78797,36.7583,-110.79188,43.49119,-0.00097,0.00096,73476,-4747.39728,0.78797,-0.00042,65622.52069,0.7862,2016.03.28 19:00:00,1,1,1
-4360,-4331,-4389,0.78613,0.7878,36.52874,-102.14828,45.29955,-0.00099,0.00095,69084,-5914.05264,0.7878,-0.00024,61684.86552,0.78614,2016.03.28 20:00:00,1,1,1
-4415,-4382,-4448,0.78594,0.78763,35.74739,-101.72564,47.88356,-0.001,0.00094,63722,-6342.44043,0.78763,4.00E-05,63147.22915,0.78594,2016.03.28 21:00:00,1,1,1
-4441,-4398,-4484,0.78564,0.78745,34.5448,-104.48154,50.53601,-0.00103,0.00094,58269,-6409.67685,0.78745,7.00E-05,63654.48497,0.78563,2016.03.28 22:00:00,1,1,1
-4456,-4426,-4486,0.78516,0.78724,32.7888,-111.38365,52.97027,-0.00108,0.00095,45417,-8218.17266,0.78724,-2.00E-05,51659.28497,0.78516,2016.03.28 23:00:00,1,1,1
-4520,-4456,-4584,0.78537,0.78707,34.35432,-91.70224,55.63181,-0.00109,0.00098,56534,-7689.28982,0.78707,-0.00019,61560.36309,0.78537,2016.03.29 00:00:00,1,1,1
-4474.5,-4439,-4510,0.78531,0.78691,34.11593,-85.98921,56.89807,-0.00109,0.00099,31043,-6525.632,0.78691,-0.00024,65509.67295,0.78531,2016.03.29 01:00:00,1,1,1
-4466.5,-4443,-4490,0.78544,0.78678,35.13986,-74.36383,58.04922,-0.00106,0.001,52541,-4055.77309,0.78678,-0.00015,75115.16231,0.78544,2016.03.29 02:00:00,1,1,1
-4437,-4408,-4466,0.78584,0.78669,38.24084,-51.33779,56.39646,-0.001,0.001,84328,1382.38026,0.78669,5.00E-05,98133.33473,0.78584,2016.03.29 03:00:00,1,1,1
-4419,-4396,-4442,0.78594,0.78662,39.00633,-42.10526,53.91652,-0.00093,0.00101,125396,8751.66788,0.78662,0.00023,121345.6826,0.78594,2016.03.29 04:00:00,1,1,1
-4407.5,-4377,-4438,0.78603,0.78657,39.71247,-31.69291,50.58566,-0.00086,0.001,155562,15229.44232,0.78657,0.00045,131730.699,0.78603,2016.03.29 05:00:00,1,1,1
-4384.5,-4362,-4407,0.78618,0.78653,40.90966,-13.49742,46.51883,-0.00078,0.00096,177702,19691.34665,0.78653,0.00055,134190.699,0.78618,2016.03.29 06:00:00,1,1,1
-4402.5,-4373,-4432,0.7861,0.7865,40.45973,-15.29615,43.84797,-0.00072,0.0009,148247,24271.6264,0.7865,0.00055,146671.6312,0.7861,2016.03.29 07:00:00,1,1,1
-4373,-4333,-4413,0.78631,0.78648,42.21152,14.67483,39.98576,-0.00065,0.00092,180737,27359.8029,0.78648,0.00052,149920.6312,0.78631,2016.03.29 08:00:00,1,1,1
-4364.5,-4308,-4421,0.78673,0.7865,45.57426,76.65202,36.7936,-0.00055,0.00093,221977,33198.14977,0.7865,0.00046,177292.3126,0.78673,2016.03.29 09:00:00,1,1,1
-4386.5,-4280,-4493,0.78536,0.7864,38.00063,-93.79408,33.89916,-0.00057,0.00101,159215,29158.35682,0.7864,0.00038,131620.4346,0.78536,2016.03.29 10:00:00,1,1,1
-4510.5,-4436,-4585,0.7845,0.78623,34.24916,-205.16481,32.63689,-0.00065,0.00105,105948,21248.17979,0.78623,0.00013,103378.1997,0.7845,2016.03.29 11:00:00,1,1,1
-4539.5,-4444,-4635,0.78517,0.78613,39.1622,-89.54439,31.98971,-0.00066,0.00101,168129,21224.55465,0.78613,-7.00E-05,140165.9118,0.78517,2016.03.29 12:00:00,1,1,1
-4462.5,-4337,-4588,0.78553,0.78607,41.62317,-40.33094,30.14925,-0.00062,0.00102,228067,21903.77282,0.78607,-0.00013,147568.613,0.78553,2016.03.29 13:00:00,1,1,1
-4537.5,-4428,-4647,0.78379,0.78587,34.53373,-239.83051,29.04476,-0.00073,0.00103,167370,14505.55199,0.78587,-0.00026,101283.686,0.78379,2016.03.29 14:00:00,1,1,1
-4586,-4533,-4639,0.78402,0.7857,36.0456,-181.80282,28.04067,-0.00078,0.00104,232960,6769.04883,0.7857,-0.00035,86433.11999,0.78402,2016.03.29 15:00:00,1,1,1
-4550.5,-4483,-4618,0.78486,0.78563,41.47536,-70.23618,25.99652,-0.00075,0.00107,306890,8397.27284,0.78563,-0.00016,130791.12,0.7849,2016.03.29 16:00:00,1,1,1
-4568.5,-4487,-4650,0.78427,0.7855,38.98719,-128.07825,24.63558,-0.00076,0.00112,228708,8629.81521,0.7855,0,126474.3225,0.78427,2016.03.29 17:00:00,1,1,1
-4604.5,-4554,-4655,0.78439,0.7854,39.71056,-101.79385,23.52629,-0.00076,0.00113,289188,16880.33548,0.7854,-5.00E-05,178570.9561,0.78439,2016.03.29 18:00:00,1,1,1
-4618,-4537,-4699,0.78403,0.78528,38.2809,-121.33333,23.21143,-0.00077,0.00117,210798,25355.30379,0.78528,-1.00E-05,198894.2894,0.78403,2016.03.29 19:00:00,1,1,1
-4622.5,-4573,-4672,0.78385,0.78515,37.57078,-120.24723,22.92519,-0.00079,0.00119,145435,32132.98879,0.78515,3.00E-05,208797.7743,0.78385,2016.03.29 20:00:00,1,1,1
-4537.5,-4418,-4657,0.7856,0.78519,47.51062,34.98106,21.21223,-0.00065,0.00124,206455,43944.37306,0.78519,0.00012,258583.9668,0.7856,2016.03.29 21:00:00,1,1,1
-4466.5,-4426,-4507,0.78525,0.78519,45.93101,3.46493,19.65499,-0.00057,0.00125,169740,49628.73742,0.78519,0.00033,249971.8063,0.78524,2016.03.29 22:00:00,1,1,1
-4502.5,-4466,-4539,0.78468,0.78515,43.56522,-42.13825,18.8335,-0.00054,0.00126,151704,50057.43982,0.78515,0.00047,235394.7652,0.78468,2016.03.29 23:00:00,1,1,1
-4518.5,-4469,-4568,0.78465,0.78511,43.61967,-36.84211,18.85097,-0.00051,0.00128,161338,48825.02697,0.78511,0.00055,232961.9369,0.78469,2016.03.30 00:00:00,1,1,1
-4554,-4529,-4579,0.78461,0.78506,43.26899,-39.27195,19.39763,-0.00049,0.00128,131573,49716.29031,0.78506,0.00052,250820.9369,0.78461,2016.03.30 01:00:00,1,1,1
-4516.5,-4489,-4544,0.78473,0.78503,43.97834,-24.23948,17.73181,-0.00046,0.00128,154826,47781.57856,0.78503,0.00035,241942.5187,0.78473,2016.03.30 02:00:00,1,1,1
-4507.5,-4471,-4544,0.78522,0.78505,46.82885,28.88516,16.86406,-0.00039,0.00129,196274,50705.9092,0.78505,0.00014,275441.5872,0.78522,2016.03.30 03:00:00,1,1,1
-4464,-4435,-4493,0.78534,0.78507,47.57198,49.00731,17.46103,-0.00032,0.00129,230514,51359.52699,0.78507,0.00013,274260.8975,0.78535,2016.03.30 04:00:00,1,1,1
-4469.5,-4450,-4489,0.78545,0.78511,48.1572,69.4094,18.00374,-0.00025,0.00127,255955,53647.54229,0.78511,0.00017,293178.5642,0.78545,2016.03.30 05:00:00,1,1,1
-4449,-4426,-4472,0.78546,0.78514,48.2179,87.56336,19.50278,-0.00019,0.00124,282426,53072.79138,0.78514,0.00031,287423.999,0.78546,2016.03.30 06:00:00,1,1,1
-4432.5,-4398,-4467,0.78582,0.7852,50.41225,126.74398,21.52067,-0.00012,0.00117,308597,53224.62143,0.7852,0.00036,298423.4048,0.78582,2016.03.30 07:00:00,1,1,1
-4440,-4413,-4467,0.78552,0.78523,48.60982,80.04036,23.35512,-8.00E-05,0.00113,273722,50474.55203,0.78523,0.00033,288090.0715,0.78552,2016.03.30 08:00:00,1,1,1
-4536.5,-4425,-4648,0.78386,0.78511,40.24891,-111.01836,22.31424,-0.00019,0.00114,211597,40582.6427,0.78511,0.0001,244909.0176,0.78386,2016.03.30 09:00:00,1,1,1
-4590.5,-4518,-4663,0.78465,0.78507,44.97796,-14.63867,21.07668,-0.0002,0.00109,288118,42235.07659,0.78507,-0.00016,303487.1625,0.78465,2016.03.30 10:00:00,1,1,1
-4442,-4298,-4586,0.78649,0.78519,53.90079,183.34247,21.5178,-7.00E-05,0.00112,353937,49019.0675,0.78519,-0.00015,345081.1139,0.78649,2016.03.30 11:00:00,1,1,1
-4355.5,-4308,-4403,0.78637,0.7853,53.30879,148.11279,21.91883,3.00E-05,0.00112,296315,51083.00354,0.7853,-1.00E-05,335982.9033,0.78637,2016.03.30 12:00:00,1,1,1
-4418,-4349,-4487,0.78589,0.78536,50.95816,85.91845,20.52116,7.00E-05,0.00112,245165,52154.79879,0.78536,6.00E-05,341172.0338,0.78589,2016.03.30 13:00:00,1,1,1
-4385,-4307,-4463,0.7859,0.7854,51.00542,79.98013,19.84252,0.0001,0.00112,306230,48586.48631,0.7854,0.00031,321599.9184,0.7859,2016.03.30 14:00:00,1,1,1
-4451.5,-4387,-4516,0.78523,0.78539,47.76718,6.30965,18.14936,7.00E-05,0.00113,226794,40053.06876,0.78539,0.00045,290194.9882,0.78523,2016.03.30 15:00:00,1,1,1
-4494.5,-4440,-4549,0.78502,0.78536,46.78954,-24.73145,17.10862,3.00E-05,0.0011,149916,32539.08171,0.78536,0.00024,285257.8689,0.78502,2016.03.30 16:00:00,1,1,1
-4441,-4342,-4540,0.78583,0.7854,50.86254,69.12476,16.14051,6.00E-05,0.00115,239764,30141.59626,0.7854,0,307039.2022,0.78583,2016.03.30 17:00:00,1,1,1
-4357,-4265,-4449,0.78734,0.78557,57.26544,223.12261,16.13551,0.0002,0.00112,320383,40508.25048,0.78557,3.00E-05,386781.9087,0.78734,2016.03.30 18:00:00,1,1,1
-4267.5,-4173,-4362,0.78642,0.78565,52.85904,104.0208,17.01857,0.00024,0.00118,260401,37517.11004,0.78565,0.00016,329338.8294,0.78642,2016.03.30 19:00:00,1,1,1
-4269,-4173,-4365,0.78771,0.78584,57.65608,200.12248,17.77454,0.00037,0.00123,319521,38543.97391,0.78584,0.0004,353972.1627,0.78771,2016.03.30 20:00:00,1,1,1
-4202.5,-4166,-4239,0.78773,0.78601,57.72611,172.33628,18.64423,0.00047,0.00122,367793,33213.28455,0.78601,0.0007,321570.4093,0.78773,2016.03.30 21:00:00,1,1,1
-4197,-4158,-4236,0.78829,0.78622,59.58586,184.23811,19.63733,0.00058,0.00123,402750,32103.64139,0.78622,0.00078,342186.076,0.78826,2016.03.30 22:00:00,1,1,1
-4166.5,-4143,-4190,0.78848,0.78642,60.34619,166.29981,21.14818,0.00068,0.00123,417841,32098.80823,0.78642,0.00073,351497.544,0.78848,2016.03.30 23:00:00,1,1,1
-4171,-4143,-4199,0.78806,0.78657,58.15309,118.73731,21.90266,0.00072,0.00122,411909,30590.78997,0.78657,0.0005,346624.8298,0.78806,2016.03.31 00:00:00,1,1,1
-4192.5,-4170,-4215,0.78828,0.78673,58.97314,116.87063,21.31259,0.00076,0.00122,433172,31949.41159,0.78673,0.00028,365997.7853,0.78828,2016.03.31 01:00:00,1,1,1
-4165,-4139,-4191,0.78847,0.78688,59.68947,112.0611,22.05768,0.0008,0.00122,456916,33893.06208,0.78688,8.00E-05,376956.5545,0.78847,2016.03.31 02:00:00,1,1,1
-4159,-4120,-4198,0.78843,0.78703,59.51719,97.05817,23.18159,0.00081,0.00124,419695,34903.48321,0.78703,-3.00E-05,379819.7084,0.78844,2016.03.31 03:00:00,1,1,1
-4162,-4107,-4217,0.78871,0.78718,60.59208,99.04035,23.57337,0.00084,0.00126,456613,38323.13663,0.78718,-0.00013,401970.5084,0.78871,2016.03.31 04:00:00,1,1,1
-4115,-4071,-4159,0.78913,0.78736,62.23008,108.29703,24.71001,0.00088,0.00127,489997,43163.52325,0.78736,-0.00013,423214.872,0.78913,2016.03.31 05:00:00,1,1,1
-4081.5,-4058,-4105,0.78908,0.78751,61.90842,99.53558,26.21364,0.0009,0.00119,460264,43369.28174,0.78751,-3.00E-05,409929.9146,0.78908,2016.03.31 06:00:00,1,1,1
-4093.5,-4073,-4114,0.78897,0.78765,61.17796,88.34109,26.73319,0.0009,0.00114,435323,40685.12952,0.78765,1.00E-05,398371.8902,0.78897,2016.03.31 07:00:00,1,1,1
-4091,-4047,-4135,0.78922,0.78779,62.24113,94.33006,27.75631,0.00091,0.00104,466240,39383.59045,0.78779,5.00E-05,407506.4584,0.78922,2016.03.31 08:00:00,1,1,1
-4073.5,-4025,-4122,0.78942,0.78794,63.04866,98.20114,29.08051,0.00092,0.00105,511213,39740.1584,0.78794,7.00E-05,420951.9945,0.78941,2016.03.31 09:00:00,1,1,1
-3993.5,-3923,-4064,0.79072,0.78819,68.00269,160.22222,31.31704,0.00102,0.00105,575076,48519.54124,0.78819,0.00011,480285.7037,0.79072,2016.03.31 10:00:00,1,1,1
-3993.5,-3867,-4120,0.78929,0.78829,58.94478,74.30118,33.35026,0.00098,0.00109,508625,46926.0034,0.78829,9.00E-05,439574.6167,0.78929,2016.03.31 11:00:00,1,1,1
-4002,-3898,-4106,0.79062,0.7885,63.63902,152.26287,35.19863,0.00103,0.00113,571958,50876.55205,0.7885,8.00E-05,477939.7994,0.79061,2016.03.31 12:00:00,1,1,1
-3959.5,-3877,-4042,0.78982,0.78862,59.37295,94.50504,37.06461,0.00101,0.00116,515603,46056.41978,0.78862,0.00012,437978.9812,0.78982,2016.03.31 13:00:00,1,1,1
-4007.5,-3869,-4146,0.7911,0.78885,63.53195,174.58952,36.98912,0.00107,0.00119,583162,50841.58777,0.78885,7.00E-05,495294.3783,0.7911,2016.03.31 14:00:00,1,1,1
-3790.5,-3690,-3891,0.7914,0.78908,64.4281,173.33894,38.3475,0.00114,0.0012,653343,45227.53201,0.78908,0.00021,446761.249,0.7914,2016.03.31 15:00:00,1,1,1
-3718.5,-3557,-3880,0.79368,0.7895,70.26003,269.56909,40.06863,0.00136,0.00127,729347,46848.14494,0.7895,0.00041,487469.2738,0.79368,2016.03.31 16:00:00,1,1,1
-3703,-3613,-3793,0.79255,0.78977,64.73684,162.54251,41.6333,0.00142,0.00126,640337,40280.05954,0.78977,0.00059,445931.2738,0.79255,2016.03.31 17:00:00,1,1,1
-3830,-3710,-3950,0.79204,0.78998,62.41181,115.91229,40.53627,0.00142,0.00134,564966,38283.76853,0.78998,0.00047,467286.3904,0.79204,2016.03.31 18:00:00,1,1,1
-3860.5,-3775,-3946,0.79062,0.79004,56.48133,37.02209,39.53897,0.00129,0.00138,513203,28588.08109,0.79004,0.00034,420366.7121,0.79062,2016.03.31 19:00:00,1,1,1
-3846,-3741,-3951,0.79196,0.79021,60.22612,94.20881,38.95328,0.00127,0.00146,561288,24387.61053,0.79021,-0.0001,439600.7121,0.79196,2016.03.31 20:00:00,1,1,1
-3800.5,-3758,-3843,0.7923,0.7904,61.11751,99.63829,38.42084,0.00128,0.00148,601326,25540.57288,0.7904,-0.00043,468333.865,0.7923,2016.03.31 21:00:00,1,1,1
-3782.5,-3750,-3815,0.79215,0.79056,60.48952,84.08722,38.20486,0.00125,0.00149,571405,25380.04993,0.79056,-0.00059,466032.2496,0.79215,2016.03.31 22:00:00,1,1,1
-3794.5,-3762,-3827,0.79232,0.79072,60.85553,83.32757,37.17009,0.00123,0.00149,581341,25788.13279,0.79072,-0.00049,472911.0188,0.79228,2016.03.31 23:00:00,1,1,1
-3791,-3764,-3818,0.79208,0.79084,59.91412,65.65847,36.2294,0.00118,0.00148,578516,25446.98593,0.79084,-0.0003,472701.7596,0.79207,2016.04.01 00:00:00,1,1,1
-3803.5,-3778,-3829,0.79178,0.79093,58.64404,45.51059,34.36596,0.00111,0.00145,574583,24206.64014,0.79093,-0.00022,470002.6419,0.79179,2016.04.01 01:00:00,1,1,1
-3806.5,-3787,-3826,0.79197,0.79102,59.22745,50.39846,32.67192,0.00105,0.00143,578437,22920.84902,0.79102,-0.00027,470694.3855,0.79197,2016.04.01 02:00:00,1,1,1
-3771,-3724,-3818,0.79214,0.79112,59.72459,53.88659,33.02752,0.00101,0.00145,585051,21142.65203,0.79112,-0.00032,468302.0877,0.79212,2016.04.01 03:00:00,1,1,1
-3765.5,-3712,-3819,0.79248,0.79125,60.92524,71.51614,33.60194,0.00099,0.00148,592722,19757.67814,0.79125,-0.0003,470237.7606,0.79248,2016.04.01 04:00:00,1,1,1
