Mean,High,Low,Open,Ma,Rsi,CCI,adx,Macd,atr,Chaiken,HighLow,Aligator,AC,AD,Close,Date,Dt,Mom-BollObv,Adx-Boll
5582.5,5619,5546,0.88605,0.88577,49.64322,91.11458,15.89486,-3.00E-05,0.00067,1238197,11962.36048,0.88577,4.00E-05,-1190192.935,0.88605,2018.02.19 22:00:00,1,1,1
5619,5647,5591,0.88599,0.8858,50.64651,105.1046,15.64906,0,0.00067,1254387,13445.01435,0.8858,0.00013,-1191927.578,0.88616,2018.02.19 23:00:00,1,1,1
5598,5647,5549,0.88633,0.88585,51.83725,123.27543,14.3734,4.00E-05,0.0007,1261210,14837.07673,0.88585,0.0002,-1187610.986,0.88629,2018.02.20 00:00:00,1,1,1
5621.5,5653,5590,0.88616,0.88588,50.55649,100.30864,13.20601,5.00E-05,0.00071,1249585,15126.08721,0.88588,0.00028,-1189640.748,0.88616,2018.02.20 01:00:00,1,1,1
5649.5,5699,5600,0.88664,0.88595,54.87859,202.5749,13.42114,0.0001,0.00074,1263835,15643.44913,0.88595,0.00029,-1185466.506,0.88664,2018.02.20 02:00:00,1,1,1
5636.5,5673,5600,0.88668,0.88601,55.22109,188.87281,13.61671,0.00015,0.00076,1284312,18452.1066,0.88601,0.00027,-1167794.574,0.88668,2018.02.20 03:00:00,1,1,1
5638.5,5670,5607,0.88635,0.88604,51.81407,98.71795,13.79451,0.00015,0.00075,1270955,19711.62569,0.88604,0.00017,-1169278.685,0.88635,2018.02.20 04:00:00,1,1,1
5631.5,5646,5617,0.88638,0.88607,52.09619,96.07155,13.95614,0.00015,0.00075,1281275,20858.38467,0.88607,0.00012,-1164652.478,0.88638,2018.02.20 05:00:00,1,1,1
5630,5650,5610,0.88624,0.88609,50.6433,55.63835,13.3372,0.00015,0.00071,1267102,20489.77296,0.88609,6.00E-05,-1168904.378,0.88624,2018.02.20 06:00:00,1,1,1
5618,5645,5591,0.88615,0.88609,49.70756,29.31748,12.82728,0.00013,0.00071,1254275,19546.03024,0.88609,-4.00E-05,-1170329.601,0.88615,2018.02.20 07:00:00,1,1,1
5607,5631,5583,0.88598,0.88608,47.95037,-22.65372,12.92961,0.0001,0.00069,1237740,17471.87826,0.88608,-0.0001,-1176530.226,0.88598,2018.02.20 08:00:00,1,1,1
5626.5,5675,5578,0.88606,0.88608,48.95347,-2.56098,12.22641,9.00E-05,0.0007,1273172,13394.20946,0.88608,-0.00013,-1190776.081,0.88607,2018.02.20 09:00:00,1,1,1
5567,5632,5502,0.88558,0.88604,44.09539,-139.26488,12.48249,3.00E-05,0.00071,1238088,9536.73751,0.88604,-0.00021,-1195633.866,0.88558,2018.02.20 10:00:00,1,1,1
5348.5,5565,5132,0.88142,0.88561,23.31827,-601.90633,14.53988,-0.00034,0.0009,1197069,375.1432,0.88561,-0.00056,-1235326.616,0.88139,2018.02.20 11:00:00,1,1,1
5167,5226,5108,0.88198,0.88528,28.23322,-320.59397,16.75385,-0.00059,0.0009,1232299,-3030.03993,0.88528,-0.00104,-1217413.057,0.88197,2018.02.20 12:00:00,1,1,1
5264,5345,5183,0.88293,0.88507,35.4263,-176.76964,16.39363,-0.00069,0.00094,1261188,-3637.41781,0.88507,-0.00122,-1207070.082,0.88293,2018.02.20 13:00:00,1,1,1
5292.5,5367,5218,0.88226,0.88481,33.00232,-168.3505,15.65709,-0.00082,0.00099,1231852,-8134.79729,0.88481,-0.00129,-1233255.907,0.88226,2018.02.20 14:00:00,1,1,1
5151,5229,5073,0.88211,0.88457,32.4799,-141.00829,16.79213,-0.00093,0.00103,1194249,-6414.5449,0.88457,-0.00137,-1204330.523,0.88211,2018.02.20 15:00:00,1,1,1
5225,5286,5164,0.8828,0.88441,37.27571,-93.49587,16.57879,-0.00095,0.00105,1235138,769.36498,0.88441,-0.00095,-1167463.392,0.8828,2018.02.20 16:00:00,1,1,1
5214,5321,5107,0.88117,0.88411,31.75053,-133.02561,16.87344,-0.00108,0.00111,1196426,181.9709,0.88411,-0.00038,-1201833.859,0.88119,2018.02.20 17:00:00,1,1,1
5124.5,5186,5063,0.88071,0.88381,30.34261,-127.36686,17.76033,-0.0012,0.00114,1161150,-5104.72359,0.88381,-0.00024,-1232521.111,0.88071,2018.02.20 18:00:00,1,1,1
5106,5163,5049,0.88155,0.8836,35.64844,-87.80592,18.77386,-0.00122,0.00116,1186874,-5003.39916,0.8836,-0.00026,-1209956.199,0.88156,2018.02.20 19:00:00,1,1,1
5176,5206,5146,0.88203,0.88346,38.37377,-65.83744,17.74638,-0.00119,0.00116,1208045,-1789.29844,0.88346,-5.00E-05,-1190902.299,0.88203,2018.02.20 20:00:00,1,1,1
5212.5,5242,5183,0.88197,0.88332,38.15716,-61.52778,16.77045,-0.00115,0.00115,1189861,-1077.20333,0.88332,3.00E-05,-1200456.604,0.88197,2018.02.20 21:00:00,1,1,1
5186.5,5215,5158,0.88165,0.88317,36.98795,-65.55747,15.54524,-0.00113,0.00114,1172247,-2681.16297,0.88317,0.00011,-1213744.358,0.88165,2018.02.20 22:00:00,1,1,1
5150.5,5173,5128,0.8815,0.88302,36.4384,-65.32898,15.65058,-0.00112,0.00112,1163138,-3746.03983,0.88302,0.00023,-1213946.78,0.8815,2018.02.20 23:00:00,1,1,1
5140,5159,5121,0.88125,0.88286,35.51499,-69.49153,16.0526,-0.00111,0.0011,1156990,-5159.132,0.88286,0.0003,-1218800.465,0.88125,2018.02.21 00:00:00,1,1,1
5118,5139,5097,0.88111,0.8827,34.99355,-71.40571,17.29924,-0.00111,0.00109,1147341,-6517.04033,0.8827,0.00023,-1222016.798,0.88111,2018.02.21 01:00:00,1,1,1
5115,5151,5079,0.88128,0.88257,36.18809,-62.29806,18.78465,-0.00108,0.00111,1163958,-6340.1341,0.88257,9.00E-05,-1216016.215,0.88128,2018.02.21 02:00:00,1,1,1
5129,5149,5109,0.88132,0.88246,36.47648,-57.99241,20.13501,-0.00104,0.00111,1180858,-5672.12681,0.88246,4.00E-05,-1213481.215,0.88132,2018.02.21 03:00:00,1,1,1
5166,5200,5132,0.88173,0.88239,39.42294,-33.9568,19.33635,-0.00097,0.00112,1196233,-4584.16241,0.88239,0.00012,-1210315.773,0.88173,2018.02.21 04:00:00,1,1,1
5155,5181,5129,0.88145,0.88231,38.15392,-48.48907,18.72244,-0.00092,0.00112,1179789,-4744.3718,0.88231,0.00021,-1216640.389,0.88145,2018.02.21 05:00:00,1,1,1
5146,5190,5102,0.88128,0.88221,37.43098,-59.10147,18.7626,-0.00088,0.00112,1162945,-5781.12801,0.88221,0.0003,-1223148.298,0.88129,2018.02.21 06:00:00,1,1,1
5148,5179,5117,0.88151,0.88215,39.39049,-18.73662,18.7991,-0.00083,0.00108,1177225,-5843.62678,0.88215,0.00035,-1219923.782,0.88155,2018.02.21 07:00:00,1,1,1
5162,5182,5142,0.88174,0.88211,40.6662,5.6612,18.59633,-0.00076,0.0009,1190781,-4675.11169,0.88211,0.00037,-1213145.782,0.88172,2018.02.21 08:00:00,1,1,1
5114,5174,5054,0.88093,0.88201,36.87868,-110.12322,19.85161,-0.00076,0.0009,1161721,-5390.25795,0.88201,0.00026,-1223316.782,0.88093,2018.02.21 09:00:00,1,1,1
5171.5,5256,5087,0.88238,0.88204,46.48445,129.46082,19.5318,-0.00063,0.0009,1197424,-1285.27476,0.88204,0.00027,-1195219.154,0.88238,2018.02.21 10:00:00,1,1,1
5331,5476,5186,0.8829,0.88212,49.38488,194.59147,18.09772,-0.00049,0.00097,1232691,-43.67402,0.88212,0.00052,-1205191.203,0.8829,2018.02.21 11:00:00,1,1,1
5355.5,5428,5283,0.88351,0.88224,52.55234,234.24028,16.794,-0.00032,0.00096,1261747,516.94792,0.88224,0.00075,-1206994.679,0.88351,2018.02.21 12:00:00,1,1,1
5460,5577,5343,0.88439,0.88244,56.66059,281.36651,16.91441,-0.00011,0.00102,1292303,14.92152,0.88244,0.00103,-1212479.089,0.88439,2018.02.21 13:00:00,1,1,1
5412,5481,5343,0.88404,0.88258,54.6833,190.55152,17.02387,2.00E-05,0.00098,1255563,-1005.38949,0.88258,0.00121,-1216738.799,0.88404,2018.02.21 14:00:00,1,1,1
5455.5,5510,5401,0.88471,0.88278,57.65361,196.23416,17.64556,0.00018,0.00097,1291674,-44.32664,0.88278,0.00125,-1206468.698,0.88471,2018.02.21 15:00:00,1,1,1
5395.5,5497,5294,0.88369,0.88286,52.18583,102.06829,16.71758,0.00022,0.00101,1243544,-1387.17918,0.88286,0.00092,-1219034.659,0.88369,2018.02.21 16:00:00,1,1,1
5256,5382,5130,0.88133,0.88272,42.41364,-57.02824,16.01221,6.00E-05,0.00111,1198235,-9307.85866,0.88272,0.00043,-1263264.873,0.88133,2018.02.21 17:00:00,1,1,1
5228.5,5329,5128,0.88309,0.88276,49.77782,55.39304,15.39216,8.00E-05,0.00117,1234188,-9915.252,0.88276,-0.00013,-1234466.699,0.88309,2018.02.21 18:00:00,1,1,1
5275,5324,5226,0.88254,0.88274,47.77322,17.37195,14.82847,4.00E-05,0.00119,1212543,-11579.83264,0.88274,-0.00034,-1243743.127,0.88254,2018.02.21 19:00:00,1,1,1
5258,5291,5225,0.88281,0.88274,48.71942,29.24843,14.35479,4.00E-05,0.0012,1232247,-10551.76126,0.88274,-0.0005,-1231801.309,0.88278,2018.02.21 20:00:00,1,1,1
5248,5311,5185,0.88281,0.88275,48.84107,27.14521,14.72643,3.00E-05,0.00125,1290953,-4718.82408,0.88275,-0.00053,-1201050.547,0.88281,2018.02.21 21:00:00,1,1,1
5290.5,5318,5263,0.88289,0.88276,49.17864,28.03756,14.61979,4.00E-05,0.00125,1330234,-975.44363,0.88276,-0.00029,-1203193.147,0.88289,2018.02.21 22:00:00,1,1,1
5272.5,5305,5240,0.8824,0.88273,47.17664,-10.86459,15.40379,0,0.00125,1316151,-641.44688,0.88273,-8.00E-05,-1217276.147,0.8824,2018.02.21 23:00:00,1,1,1
5271.5,5314,5229,0.88253,0.88271,47.76896,-5.80771,16.41761,-2.00E-05,0.00127,1324029,-944.70552,0.88271,1.00E-05,-1220705.394,0.88253,2018.02.22 00:00:00,1,1,1
5263.5,5297,5230,0.88281,0.88272,49.10567,13.72471,17.33927,-1.00E-05,0.00127,1334420,-217.08869,0.88272,2.00E-05,-1214967.081,0.88282,2018.02.22 01:00:00,1,1,1
5260,5286,5234,0.88252,0.8827,47.82064,-15.68746,18.17715,-3.00E-05,0.00127,1319131,-370.91349,0.8827,1.00E-05,-1219083.35,0.88253,2018.02.22 02:00:00,1,1,1
5277,5304,5250,0.88251,0.88268,47.73019,-24.64399,17.45618,-4.00E-05,0.00125,1298586,-3614.83051,0.88268,-4.00E-05,-1238867.424,0.88251,2018.02.22 03:00:00,1,1,1
5268,5290,5246,0.88266,0.88268,48.49731,-16.45299,17.10446,-4.00E-05,0.00124,1314242,-5970.86663,0.88268,-7.00E-05,-1240290.697,0.88266,2018.02.22 04:00:00,1,1,1
5258,5280,5236,0.88253,0.88267,47.85815,-35.76871,17.51417,-5.00E-05,0.00125,1302337,-7872.00276,0.88267,-0.0001,-1242996.379,0.88253,2018.02.22 05:00:00,1,1,1
5245,5260,5230,0.88245,0.88265,47.404,-58.20544,18.47435,-6.00E-05,0.0012,1291536,-9103.87885,0.88265,-0.00012,-1243716.445,0.88244,2018.02.22 06:00:00,1,1,1
5250.5,5276,5225,0.88273,0.88265,48.98539,-27.16539,17.89676,-5.00E-05,0.00115,1305168,-7908.35326,0.88265,-0.0001,-1232222.798,0.88272,2018.02.22 07:00:00,1,1,1
5305.5,5347,5264,0.88334,0.88272,52.36877,44.715,17.94044,1.00E-05,0.00105,1322529,-4950.15364,0.88272,-4.00E-05,-1219881.847,0.88335,2018.02.22 08:00:00,1,1,1
5353.5,5390,5317,0.88383,0.88282,54.76863,95.35008,19.2478,0.0001,0.00101,1350675,798.32594,0.88282,8.00E-05,-1197133.71,0.88383,2018.02.22 09:00:00,1,1,1
5350,5432,5268,0.88388,0.88291,55.01652,109.66648,19.38948,0.00017,0.00098,1386677,7353.8495,0.88291,0.00017,-1180449.856,0.88388,2018.02.22 10:00:00,1,1,1
5448.5,5561,5336,0.88517,0.88312,60.83176,227.36842,20.63552,0.00032,0.00102,1424068,15278.40879,0.88312,0.00037,-1157682.892,0.88517,2018.02.22 11:00:00,1,1,1
5484.5,5534,5435,0.88497,0.88329,59.70101,201.36519,21.76829,0.00043,0.00102,1396632,21612.86393,0.88329,0.00054,-1149646.083,0.88499,2018.02.22 12:00:00,1,1,1
5558.5,5634,5483,0.8853,0.88347,61.05241,195.11023,23.88214,0.00053,0.00099,1422886,23919.26811,0.88347,0.00067,-1159208.799,0.88531,2018.02.22 13:00:00,1,1,1
5445.5,5547,5344,0.88382,0.88351,52.45268,53.81663,23.58175,0.00048,0.00097,1381474,20826.46941,0.88351,0.00051,-1185116.799,0.88382,2018.02.22 14:00:00,1,1,1
5421,5520,5322,0.88462,0.88361,55.95064,107.66558,22.9885,0.00051,0.00097,1425806,21165.27827,0.88361,0.00034,-1166757.082,0.88462,2018.02.22 15:00:00,1,1,1
5427,5486,5368,0.88484,0.88372,56.86691,108.88168,22.44919,0.00054,0.00098,1469655,27654.75872,0.88372,5.00E-05,-1124394.488,0.88484,2018.02.22 16:00:00,1,1,1
5455,5556,5354,0.88363,0.88371,50.76836,14.44845,22.70749,0.00046,0.00104,1425548,25059.14377,0.88371,-0.00015,-1164571.162,0.88363,2018.02.22 17:00:00,1,1,1
5394.5,5440,5349,0.88426,0.88376,53.4949,56.74311,22.74845,0.00044,0.00103,1461869,26720.27017,0.88376,-0.00044,-1139425.854,0.88426,2018.02.22 18:00:00,1,1,1
5334,5434,5234,0.88364,0.88375,50.59921,7.27813,20.95141,0.00037,0.00109,1435945,28482.8593,0.88375,-0.00055,-1131648.654,0.88364,2018.02.22 19:00:00,1,1,1
5329.5,5376,5283,0.8831,0.88369,48.21255,-39.02439,19.31774,0.00027,0.00111,1413457,27536.98778,0.88369,-0.00054,-1141079.105,0.8831,2018.02.22 20:00:00,1,1,1
5330,5360,5300,0.88344,0.88367,49.77861,-15.77869,17.83259,0.00022,0.0011,1432966,27714.63021,0.88367,-0.00049,-1131974.905,0.88344,2018.02.22 21:00:00,1,1,1
5339.5,5370,5309,0.88359,0.88366,50.47241,-6.2982,16.99868,0.00019,0.00109,1453613,29305.95815,0.88366,-0.00045,-1118774.364,0.88359,2018.02.22 22:00:00,1,1,1
5339.5,5365,5314,0.88335,0.88365,50.03693,-19.59909,16.24058,0.00015,0.00109,1441415,30523.97682,0.88365,-0.00032,-1113751.659,0.8835,2018.02.22 23:00:00,1,1,1
5296,5342,5250,0.8834,0.88362,49.53826,-34.94272,16.11653,0.00011,0.00111,1428650,32603.21734,0.88362,-0.00021,-1101541.659,0.8834,2018.02.23 00:00:00,1,1,1
5353.5,5376,5331,0.88341,0.88361,49.80091,-35.41891,15.59164,9.00E-05,0.00112,1441990,32478.15165,0.88361,-4.00E-05,-1106581.214,0.88345,2018.02.23 01:00:00,1,1,1
5331.5,5366,5297,0.8832,0.88357,48.52789,-67.05644,14.59882,4.00E-05,0.00113,1427608,30958.37812,0.88357,3.00E-05,-1110958.345,0.88321,2018.02.23 02:00:00,1,1,1
5320,5347,5293,0.88313,0.88353,48.09757,-82.65139,13.88695,1.00E-05,0.00114,1412474,28594.35558,0.88353,-1.00E-05,-1114881.974,0.88313,2018.02.23 03:00:00,1,1,1
5274.5,5319,5230,0.88233,0.88342,44.00075,-168.58974,14.83195,-9.00E-05,0.00116,1398534,24264.43275,0.88342,-0.00013,-1127882.199,0.88233,2018.02.23 04:00:00,1,1,1
5223.5,5240,5207,0.88231,0.88332,43.95162,-153.72196,16.85475,-0.00016,0.00113,1382387,22084.09054,0.88332,-0.00021,-1119564.047,0.88232,2018.02.23 05:00:00,1,1,1
5193,5236,5150,0.88189,0.88319,41.84198,-171.36478,19.55317,-0.00025,0.00114,1366834,19865.41119,0.88319,-0.00039,-1121010.838,0.88189,2018.02.23 06:00:00,1,1,1
5201,5236,5166,0.88223,0.88311,44.25927,-122.30004,22.00628,-0.00029,0.00109,1381529,19571.07501,0.88311,-0.00046,-1110514.41,0.88226,2018.02.23 07:00:00,1,1,1
5207,5242,5172,0.88203,0.88301,43.09027,-132.98235,23.93033,-0.00034,0.00102,1366096,18644.99409,0.88301,-0.00046,-1112278.181,0.88203,2018.02.23 08:00:00,1,1,1
5184,5216,5152,0.88203,0.88292,43.09027,-118.94309,26.11531,-0.00037,0.001,1366096,19987.79275,0.88292,-0.0004,-1097205.243,0.88203,2018.02.23 09:00:00,1,1,1
5135,5257,5013,0.88057,0.88271,36.36779,-214.33185,28.78611,-0.0005,0.00105,1328729,16648.32747,0.88271,-0.00033,-1121095.621,0.88057,2018.02.23 10:00:00,1,1,1
5117,5206,5028,0.88099,0.88255,39.23141,-148.74372,31.21411,-0.00057,0.00104,1360109,12983.37511,0.88255,-0.00027,-1127442.137,0.88099,2018.02.23 11:00:00,1,1,1
5090.5,5147,5034,0.88049,0.88236,37.14205,-159.52619,33.42139,-0.00066,0.001,1332852,7004.36728,0.88236,-0.00029,-1147462.766,0.88049,2018.02.23 12:00:00,1,1,1
5193,5381,5005,0.88036,0.88218,36.60977,-149.59402,32.97091,-0.00073,0.00112,1298776,-1758.68266,0.88218,-0.00018,-1175919.851,0.88036,2018.02.23 13:00:00,1,1,1
4970.5,5059,4882,0.879,0.88189,31.63051,-204.80311,33.70551,-0.00089,0.00111,1266951,-11726.81099,0.88189,-0.00036,-1201271.969,0.879,2018.02.23 14:00:00,1,1,1
4928,4978,4878,0.87956,0.88168,35.36351,-148.41956,34.43238,-0.00095,0.00111,1298299,-15563.66551,0.88168,-0.00049,-1184344.049,0.87955,2018.02.23 15:00:00,1,1,1
4980.5,5043,4918,0.87994,0.88152,37.8885,-110.08457,33.3399,-0.00096,0.00108,1331158,-16696.82828,0.88152,-0.00048,-1177246.505,0.87994,2018.02.23 16:00:00,1,1,1
4955.5,5046,4865,0.8802,0.8814,39.54174,-84.19918,32.89513,-0.00094,0.00112,1373145,-12329.26009,0.8814,-0.00046,-1147322.069,0.8802,2018.02.23 17:00:00,1,1,1
4984.5,5032,4937,0.87969,0.88125,37.48667,-98.02618,32.49079,-0.00095,0.00113,1337744,-10908.96534,0.88125,-0.00051,-1158873.974,0.87969,2018.02.23 18:00:00,1,1,1
4996,5037,4955,0.88009,0.88114,40.05246,-69.89714,31.89884,-0.00092,0.00114,1360535,-8542.99465,0.88114,-0.00018,-1151647.56,0.88009,2018.02.23 19:00:00,1,1,1
5002.5,5042,4963,0.88034,0.88107,41.6248,-51.3614,31.11486,-0.00086,0.00116,1377220,-4618.84848,0.88107,0.00013,-1138341.8,0.88034,2018.02.23 20:00:00,1,1,1
5025,5057,4993,0.88014,0.88098,40.72749,-56.82309,29.50096,-0.00083,0.00114,1362059,-2667.43763,0.88098,0.00032,-1143553.394,0.88014,2018.02.23 21:00:00,1,1,1
5033,5055,5011,0.88025,0.88092,41.45631,-46.01217,28.03379,-0.00078,0.00114,1379494,-2284.94301,0.88092,0.00049,-1149893.394,0.88025,2018.02.23 22:00:00,1,1,1
5020,5054,4986,0.87867,0.88083,40.1829,-58.34954,27.74293,-0.00075,0.00114,1363663,-3601.88246,0.88083,0.00049,-1160136.982,0.87998,2018.02.23 23:00:00,1,1,1
4918,4990,4846,0.87965,0.88072,38.65896,-78.14208,29.3054,-0.00075,0.00119,1357210,-3747.7842,0.88072,0.00029,-1155924.607,0.87965,2018.02.26 00:00:00,1,1,1
4969.5,5005,4934,0.87969,0.88063,38.95362,-72.43047,29.89322,-0.00074,0.00118,1370705,-3792.32421,0.88063,0.0002,-1156114.678,0.87969,2018.02.26 01:00:00,1,1,1
4950,4978,4922,0.87952,0.88053,38.13612,-84.71971,30.81217,-0.00073,0.00119,1353377,-3539.59413,0.88053,8.00E-05,-1154876.963,0.87952,2018.02.26 02:00:00,1,1,1
4958.5,4976,4941,0.87956,0.88044,38.45522,-77.94465,31.64758,-0.00072,0.00116,1372911,-3730.78739,0.88044,2.00E-05,-1157667.535,0.87956,2018.02.26 03:00:00,1,1,1
4945,4972,4918,0.87948,0.88035,38.04314,-84.05112,33.1529,-0.0007,0.00116,1354522,-3451.29772,0.88035,-1.00E-05,-1155624.312,0.87948,2018.02.26 04:00:00,1,1,1
4941.5,4962,4921,0.87942,0.88027,37.72478,-87.25062,34.52137,-0.00069,0.00114,1342143,-3134.26419,0.88027,0.00012,-1155322.386,0.87942,2018.02.26 05:00:00,1,1,1
4937.5,4959,4916,0.87928,0.88018,36.96688,-103.22402,35.96892,-0.00068,0.00113,1331672,-3582.94093,0.88018,0.00013,-1159949.107,0.87928,2018.02.26 06:00:00,1,1,1
4921,4939,4903,0.87937,0.88011,37.81023,-80.85443,37.86444,-0.00066,0.00103,1347196,-1612.11327,0.88011,0.00014,-1146149.995,0.87937,2018.02.26 07:00:00,1,1,1
4932,4967,4897,0.87914,0.88002,36.49983,-113.61121,37.65578,-0.00065,0.00098,1328412,-1768.60094,0.88002,0.00014,-1155810.338,0.87914,2018.02.26 08:00:00,1,1,1
4862,4928,4796,0.87819,0.87985,31.73049,-251.45552,38.76566,-0.00072,0.00099,1297405,-5048.98142,0.87985,5.00E-05,-1176011.869,0.87819,2018.02.26 09:00:00,1,1,1
4781,4845,4717,0.8773,0.87962,28.11651,-314.47903,40.52431,-0.00083,0.00087,1265659,-11195.47208,0.87962,-0.00011,-1201309.462,0.8773,2018.02.26 10:00:00,1,1,1
4790.5,4858,4723,0.8778,0.87945,32.64201,-203.62998,41.72847,-0.00087,0.00085,1295520,-15870.80297,0.87945,-0.0002,-1205954.507,0.8778,2018.02.26 11:00:00,1,1,1
4831.5,4894,4769,0.8782,0.87934,36.0252,-129.08716,41.66514,-0.00086,0.00086,1321418,-19455.93359,0.87934,-0.00018,-1210719.739,0.8782,2018.02.26 12:00:00,1,1,1
4779.5,4823,4736,0.87809,0.87923,35.51019,-119.22357,42.18199,-0.00085,0.00085,1297137,-18838.50196,0.87923,-0.00022,-1194253.314,0.87809,2018.02.26 13:00:00,1,1,1
4844.5,4898,4791,0.87791,0.87911,34.65888,-116.2931,40.256,-0.00085,0.00081,1270512,-22225.17353,0.87911,-5.00E-05,-1220878.314,0.87791,2018.02.26 14:00:00,1,1,1
4840,4944,4736,0.87936,0.87913,45.48467,14.01051,39.00132,-0.00072,0.00087,1304205,-19235.84972,0.87913,0.00017,-1190748.996,0.87933,2018.02.26 15:00:00,1,1,1
5042,5156,4928,0.88105,0.8793,54.97274,161.17647,35.47515,-0.00048,0.00093,1346608,-13032.48104,0.8793,0.00058,-1167315.759,0.88105,2018.02.26 16:00:00,1,1,1
5130,5202,5058,0.8815,0.8795,57.07085,187.62515,32.93914,-0.00024,0.00097,1389612,-6511.26798,0.8795,0.00093,-1154772.926,0.88151,2018.02.26 17:00:00,1,1,1
5175,5230,5120,0.8813,0.87967,55.82397,156.92408,31.14426,-8.00E-05,0.00099,1355529,-6353.42654,0.87967,0.00128,-1182659.017,0.8813,2018.02.26 18:00:00,1,1,1
5119.5,5157,5082,0.88124,0.87981,55.46046,141.3472,28.32178,5.00E-05,0.001,1332992,-5671.1595,0.87981,0.00129,-1179954.577,0.88124,2018.02.26 19:00:00,1,1,1
5140.5,5160,5121,0.88152,0.87996,56.83766,144.96705,25.91328,0.00017,0.00099,1348758,-3597.87648,0.87996,0.00126,-1170656.68,0.88152,2018.02.26 20:00:00,1,1,1
5149,5170,5128,0.8815,0.8801,56.70615,124.23889,24.27225,0.00027,0.00094,1332861,-1982.07268,0.8801,0.00091,-1169899.68,0.8815,2018.02.26 21:00:00,1,1,1
5160,5187,5133,0.88172,0.88025,57.83299,117.79455,23.46774,0.00035,0.00093,1350548,415.25479,0.88025,0.00051,-1162038.791,0.88172,2018.02.26 22:00:00,1,1,1
5180.5,5202,5159,0.88169,0.88038,57.76124,101.20452,23.43548,0.00042,0.00092,1340100,1305.90621,0.88038,0.00024,-1166655.349,0.88171,2018.02.26 23:00:00,1,1,1
5176,5203,5149,0.88171,0.8805,57.76124,89.0905,22.84186,0.00046,0.00093,1340100,1718.00485,0.8805,0.00011,-1167695.534,0.88171,2018.02.27 00:00:00,1,1,1
5176,5190,5162,0.88188,0.88063,58.66587,86.09144,22.3022,0.0005,0.00092,1350206,3223.18562,0.88063,4.00E-05,-1159755.105,0.88187,2018.02.27 01:00:00,1,1,1
5239,5291,5187,0.8828,0.88083,63.44411,112.97513,23.64258,0.00061,0.00095,1369442,6589.09837,0.88083,0.00011,-1144588.259,0.8828,2018.02.27 02:00:00,1,1,1
5285.5,5306,5265,0.88304,0.88103,64.55441,110.42026,25.38348,0.0007,0.00095,1385705,11069.16303,0.88103,0.0002,-1129911.893,0.88304,2018.02.27 03:00:00,1,1,1
5322.5,5346,5299,0.88313,0.88122,64.9733,103.82873,27.9508,0.00077,0.00095,1398712,13035.65699,0.88122,0.00028,-1135170.042,0.88313,2018.02.27 04:00:00,1,1,1
5293,5319,5267,0.88301,0.88138,63.91581,92.16383,28.45681,0.00081,0.00094,1380820,14956.01556,0.88138,0.00031,-1129664.812,0.88301,2018.02.27 05:00:00,1,1,1
5296,5309,5283,0.88296,0.88152,63.46391,86.67977,28.91681,0.00082,0.00089,1369188,15925.4415,0.88152,0.00032,-1129664.812,0.88296,2018.02.27 06:00:00,1,1,1
5291,5317,5265,0.88271,0.88163,61.1925,75.35775,28.34215,0.00081,0.00086,1358690,14939.75161,0.88163,0.00021,-1137740.196,0.88271,2018.02.27 07:00:00,1,1,1
5266,5287,5245,0.88262,0.88172,60.37569,69.44371,26.59218,0.00078,0.00081,1343200,13458.75657,0.88172,2.00E-05,-1140690.672,0.88262,2018.02.27 08:00:00,1,1,1
5229.5,5283,5176,0.88234,0.88178,57.85305,49.95559,24.74597,0.00072,0.0008,1313829,12536.13379,0.88178,-0.00022,-1138220.214,0.88234,2018.02.27 09:00:00,1,1,1
5215,5258,5172,0.88215,0.88181,56.18056,29.87282,23.16182,0.00066,0.0008,1280383,11622.16067,0.88181,-0.00038,-1138220.214,0.88215,2018.02.27 10:00:00,1,1,1
5298,5387,5209,0.88371,0.88198,64.9228,145.25716,21.94534,0.00072,0.00084,1310325,14641.99762,0.88198,-0.00034,-1113661.046,0.88371,2018.02.27 11:00:00,1,1,1
5320,5398,5242,0.88265,0.88205,56.83317,45.10866,20.97698,0.00068,0.00081,1281027,13081.57007,0.88205,-0.00024,-1134319.892,0.88265,2018.02.27 12:00:00,1,1,1
5254.5,5315,5194,0.88294,0.88213,58.3249,67.72427,19.14547,0.00066,0.00076,1306580,14374.50527,0.88213,-0.0002,-1117636.528,0.88294,2018.02.27 13:00:00,1,1,1
5341,5394,5288,0.88374,0.88227,62.07375,134.71171,18.9471,0.0007,0.00074,1331781,17350.03794,0.88227,-2.00E-05,-1102420.83,0.88373,2018.02.27 14:00:00,1,1,1
5343.5,5440,5247,0.88322,0.88236,58.63847,78.84643,19.17537,0.00069,0.00078,1284979,17479.90497,0.88236,0.00012,-1111878.229,0.88324,2018.02.27 15:00:00,1,1,1
5333,5397,5269,0.88312,0.88243,57.81571,61.76471,19.38289,0.00066,0.00081,1239716,14808.37435,0.88243,7.00E-05,-1126730.151,0.88312,2018.02.27 16:00:00,1,1,1
5226,5315,5137,0.88168,0.88236,49.12994,-105.5204,17.70232,0.00052,0.00088,1187201,7205.71295,0.88236,-0.00017,-1160953.41,0.88168,2018.02.27 17:00:00,1,1,1
5112,5217,5007,0.8801,0.88216,41.88116,-246.04535,17.24553,0.00027,0.00096,1142260,-5087.1133,0.88216,-0.00043,-1204610.381,0.8801,2018.02.27 18:00:00,1,1,1
